118;4385;4479;1
119;6999;4315;3
120;4506;2060;3
121;9304;917;1
122;6887;2558;1
123;5996;2399;3
124;8325;2186;2
125;676;1708;1
126;8058;3897;1
127;2612;3824;2
128;6433;676;3
129;2528;4221;1
130;1218;511;1
131;736;4281;3
132;7227;1373;1
133;9332;117;1
134;254;1194;1
135;9486;2426;2
136;4287;711;1
137;8288;725;2
138;7738;1117;1
139;7255;1652;2
140;300;1641;2
141;5372;4365;1
142;2222;1932;1
143;9223;643;2
144;306;3870;3
145;9593;2438;3
146;8164;3320;2
147;1281;700;2
148;4248;4134;3
149;3816;607;3
150;8362;3728;3
151;9539;4270;3
152;1275;4579;1
153;1927;1768;2
154;1109;3267;1
155;2769;1602;3
156;8498;1278;2
157;9381;1793;2
158;3581;425;2
159;5855;2669;2
160;4353;4107;1
161;5206;2047;1
162;2647;4949;1
163;7653;2713;1
164;5684;396;2
165;7490;2994;1
166;7071;4596;1
167;3563;1201;3
168;3510;4969;2
169;8464;2509;1
170;4692;2581;1
171;5356;513;2
172;4740;2905;3
173;6415;1514;2
174;1117;4621;3
175;3822;1415;1
176;5693;598;3
177;4100;2142;2
178;9326;3571;3
179;9129;1342;3
180;6318;3099;3
181;4;996;3
182;8177;1821;2
183;7712;119;3
184;9692;4987;2
185;6761;3304;3
186;3157;4421;1
187;7242;388;3
188;9070;3047;3
189;1254;4193;1
190;2002;3719;2
191;7729;2015;3
192;5262;3724;2
193;2872;935;1
194;4044;1397;3
195;953;356;2
196;3727;3342;3
197;2963;2157;3
198;5950;3556;1
199;7817;1656;1
200;9234;3992;3
201;2598;1320;3
202;8943;475;3
203;1839;592;3
204;9627;4037;3
205;3025;3914;1
206;3181;23;2
207;4847;4335;1
208;6055;1237;1
209;54;4213;2
210;1778;1033;3
211;9282;436;2
212;3862;1488;2
213;3591;1346;2
214;9163;4707;3
215;7232;1705;2
216;4038;4242;3
217;8720;1440;1
218;4872;985;2
219;2290;118;3
220;816;3268;1
221;5309;66;1
222;118;1307;1
223;7939;3668;1
224;1774;820;3
225;970;3768;1
226;9618;4825;1
227;3806;228;3
228;5471;3889;2
229;974;152;3
230;4849;2762;2
231;9920;1034;3
232;2577;1054;2
233;1816;3226;1
234;3432;1128;1
235;3794;4828;3
236;3260;1019;1
237;9981;4231;1
238;880;2930;2
239;2407;2190;2
240;7580;1882;1
241;5619;1272;1
242;6419;580;1
243;8727;2982;2
244;9577;2934;3
245;4898;547;3
246;9413;229;2
247;9310;3062;1
248;500;3714;3
249;6538;1460;1
250;5069;4468;2
251;6127;4560;3
252;3740;2180;3
253;7361;3498;2
254;8249;3619;2
255;3440;4705;3
256;130;1967;2
257;1027;3419;3
258;9807;3053;3
259;3534;4677;3
260;7959;585;1
261;6018;2002;1
262;2901;1350;2
263;2275;3127;2
264;9072;4664;3
265;1204;649;3
266;1451;4497;3
267;9449;4471;3
268;4727;4603;3
269;2271;1153;2
270;1889;4336;2
271;3966;3546;2
272;2542;3468;2
273;5968;3849;2
274;246;4817;1
275;6041;2115;1
276;2726;308;1
277;778;4026;2
278;6797;487;1
279;2270;783;1
280;3361;1431;1
281;3290;1454;2
282;5577;515;3
283;6970;3095;1
284;3130;4514;2
285;8740;375;3
286;5195;1663;3
287;3385;2174;3
288;8966;3418;1
289;6271;1126;1
290;3775;1913;3
291;9750;3204;3
292;2608;2036;1
293;4644;4786;3
294;1104;1065;2
295;3741;2865;2
296;7438;597;3
297;5671;2725;3
298;6372;909;3
299;1482;4293;1
300;3826;2842;2
301;4489;2192;2
302;5557;2367;3
303;2299;2021;2
304;3484;423;1
305;4596;877;3
306;5475;3588;2
307;52;3900;3
308;208;4878;1
309;9157;3257;1
310;8615;4250;1
311;8470;3295;3
312;6441;1724;3
313;9462;3599;2
314;869;4300;3
315;9530;4997;2
316;7363;1645;3
317;7904;4998;1
318;9136;463;1
319;4891;3799;3
320;7823;2423;2
321;3116;828;3
322;8802;2997;2
323;6722;197;3
324;3323;3114;2
325;8537;688;1
326;8604;3073;3
327;4510;1373;3
328;6815;2795;1
329;4684;410;1
330;3167;3308;2
331;2934;3530;3
332;8669;4742;1
333;8059;4463;2
334;9649;4401;2
335;3974;1356;2
336;6674;3953;1
337;9405;4010;3
338;2103;3773;3
339;1013;901;1
340;3427;928;1
341;5167;2021;2
342;8567;1010;1
343;6420;3668;2
344;9662;1505;1
345;8762;391;1
346;3965;2885;3
347;1353;499;3
348;85;3830;3
349;1938;3747;1
350;2119;3895;1
351;4613;2618;1
352;6369;3018;2
353;426;1279;1
354;7046;629;2
355;2583;1897;3
356;5271;2883;1
357;6908;3997;1
358;9877;2699;3
359;1817;2298;1
360;4729;1848;3
361;5045;3676;1
362;6543;2107;1
363;7669;25;3
364;5982;3955;2
365;5100;167;3
366;157;2561;3
367;8002;2689;1
368;7675;2534;3
369;8700;3489;3
370;2676;4911;3
371;4843;4967;1
372;5599;2740;2
373;3490;98;2
374;1464;2384;3
375;838;344;2
376;8881;148;2
377;5681;2737;2
378;7722;1945;3
379;1104;1330;1
380;6606;3389;1
381;4439;3925;2
382;1722;4592;3
383;8023;4748;1
384;5714;3848;2
385;9889;3754;1
386;585;1435;1
387;3527;2415;2
388;6403;1260;2
389;8622;3137;3
390;796;4795;3
391;5850;902;2
392;5213;235;3
393;5380;3536;1
394;7124;951;1
395;3767;4686;2
396;6691;3981;3
397;2372;2629;3
398;2783;1837;3
399;9203;4872;2
400;4254;2481;1
401;6817;3569;3
402;9708;1633;3
403;2040;3311;1
404;2558;839;1
405;3656;859;3
406;8597;3061;3
407;4480;2473;2
408;2507;1901;1
409;7519;672;3
410;7028;529;2
411;7933;381;2
412;366;3021;1
413;4977;2300;1
414;2433;2266;3
415;3153;2183;2
416;8575;4237;1
417;3631;2213;2
418;9690;842;2
419;5105;2903;3
420;1657;126;1
421;7674;2940;2
422;8880;3774;3
423;8893;4273;3
424;1330;927;2
425;2962;4874;3
426;809;4567;2
427;7083;3090;3
428;8575;1168;3
429;1426;3825;2
430;8521;181;3
431;3819;3946;2
432;3174;4225;3
433;6755;1237;1
434;5261;1452;2
435;2140;4208;2
436;4385;2208;2
437;2032;71;1
438;3315;2788;2
439;3007;2033;3
440;8053;4403;1
441;8382;1787;3
442;6599;1932;1
443;3989;306;2
444;5741;518;2
445;99;3178;2
446;3961;2071;1
447;2723;2178;3
448;9882;3917;3
449;8995;40;2
450;596;3894;2
451;9179;2815;2
452;4449;4679;2
453;7580;1628;3
454;474;1914;1
455;1188;367;1
456;7851;1172;3
457;120;162;1
458;895;1674;2
459;2944;3689;2
460;1114;3666;2
461;4575;3122;3
462;9125;764;3
463;2047;2468;1
464;7328;3588;3
465;2008;2014;1
466;1394;1330;3
467;31;807;1
468;9748;1657;3
469;4389;4671;1
470;9551;3930;2
471;1909;3201;3
472;2066;2861;1
473;7162;3773;2
474;3053;2219;1
475;6960;3195;1
476;961;3239;1
477;2103;1030;2
478;9094;1946;2
479;5828;812;2
480;8289;2097;1
481;9623;1395;2
482;5405;271;3
483;5240;4368;1
484;1362;2053;1
485;3173;3441;3
486;4905;2859;2
487;9383;1676;3
488;2063;1752;2
489;705;2685;3
490;7510;470;1
491;5950;3592;2
492;797;3156;3
493;780;1358;1
494;9541;4501;3
495;7278;4382;3
496;9644;2038;3
497;3360;483;3
498;5166;4323;1
499;6421;64;1
500;6177;3474;3
501;851;1915;1
502;4326;443;2
503;3207;3236;2
504;8752;1564;2
505;1803;1177;1
506;3656;1154;2
507;1956;2808;2
508;2373;3562;2
509;5251;823;1
510;5661;4342;1
511;3378;2559;3
512;5422;2593;3
513;7165;1940;3
514;9009;671;3
515;351;3578;3
516;856;1625;1
517;9966;3897;1
518;3506;3040;3
519;7175;762;3
520;6564;3949;2
521;9956;1228;3
522;4300;3414;1
523;5108;3522;2
524;555;3505;2
525;1647;3034;1
526;8857;4578;2
527;3024;4014;3
528;8831;2978;1
529;6230;4521;2
530;7536;4081;2
531;9029;3271;3
532;9552;3658;3
533;1271;2987;2
534;2164;4346;3
535;9008;1005;3
536;7108;4696;2
537;7216;2851;3
538;8560;4537;3
539;471;2648;1
540;9032;2752;2
541;2170;2702;1
542;9184;4909;2
543;7741;3318;2
544;9109;1942;3
545;9820;4851;1
546;6699;3688;3
547;3063;934;2
548;9001;3444;3
549;2621;537;3
550;8707;218;3
551;5580;3529;3
552;3482;1545;3
553;1475;77;3
554;3587;1604;3
555;7864;72;2
556;2481;3819;3
557;4354;2544;1
558;6762;3800;2
559;2500;1108;3
560;5589;2094;1
561;4886;1729;2
562;2730;1641;3
563;2727;4995;1
564;8099;4773;2
565;3115;1577;1
566;6480;4643;1
567;2888;2611;3
568;6799;681;1
569;3989;2508;1
570;4326;4763;2
571;2323;4297;3
572;9306;2602;1
573;6917;4668;2
574;9086;1345;3
575;8973;2633;2
576;2123;480;2
577;9283;2467;2
578;6481;2074;1
579;1799;1174;2
580;5958;1919;3
581;7786;1921;1
582;7253;2845;2
583;2308;2748;2
584;1761;1107;1
585;9336;785;3
586;110;4647;1
587;9533;3048;3
588;4665;2364;1
589;4654;3142;1
590;876;286;2
591;4621;1111;1
592;5919;4371;1
593;9475;4885;2
594;3366;2881;2
595;9064;4873;2
596;5243;2697;3
597;2886;1498;2
598;7729;751;1
599;6642;4167;2
600;4945;3155;1
601;3759;3055;3
602;5609;2771;3
603;924;918;3
604;9029;4922;1
605;1564;3066;1
606;926;2068;1
607;4972;3762;1
608;575;1384;1
609;4810;4158;1
610;1217;3672;1
611;2225;3072;2
612;2212;292;1
613;3552;477;2
614;79;251;2
615;6989;241;2
616;5946;401;1
617;364;3996;2
618;1996;2587;3
619;6290;978;2
620;1003;3604;2
621;6749;2224;2
622;2334;1169;3
623;4647;2176;2
624;3454;2809;1
625;3474;1731;3
626;7221;1928;3
627;7092;4735;3
628;2514;2951;1
629;305;4198;2
630;2217;667;1
631;2539;4076;1
632;5648;1624;1
633;8040;1525;3
634;468;3640;2
635;9955;1677;1
636;2880;1280;1
637;9284;3861;2
638;8256;1694;2
639;3371;2994;3
640;7684;2792;3
641;5653;1743;2
642;7322;2167;1
643;4685;3207;1
644;7992;2303;1
645;4054;4943;1
646;8416;2399;2
647;9311;724;2
648;3407;2882;2
649;5004;1609;2
650;4082;3520;1
651;4957;4428;1
652;4420;1280;3
653;3878;3301;1
654;4670;3374;3
655;7837;1274;1
656;8886;3098;2
657;4085;3020;2
658;5483;3813;2
659;743;3020;1
660;2754;2466;2
661;1571;3167;2
662;8571;1191;2
663;1286;1858;3
664;2014;44;1
665;4357;4712;3
666;6387;81;2
667;6789;2620;3
668;98;561;1
669;4342;2754;2
670;4967;2605;1
671;4130;1983;3
672;6182;3410;2
673;4306;4254;1
674;3133;2144;1
675;1704;3843;1
676;8493;634;1
677;1667;1216;3
678;7083;3279;1
679;3777;2856;3
680;2562;603;3
681;6511;2;1
682;3470;1451;1
683;3596;529;3
684;4505;2543;2
685;1805;1598;3
686;1348;2374;3
687;8184;4284;3
688;8009;1820;3
689;1216;254;2
690;6984;924;3
691;2208;3394;2
692;6300;1545;1
693;2408;3147;3
694;8361;522;1
695;668;4093;2
696;5392;3248;1
697;8521;1234;2
698;5877;4241;3
699;3386;3089;1
700;9176;2602;1
701;3338;440;2
702;7371;4963;3
703;2667;1570;2
704;1798;2256;1
705;6861;3550;3
706;7275;1147;2
707;7465;883;2
708;9442;4312;2
709;5218;839;1
710;1089;2330;1
711;6287;2135;1
712;649;1761;3
713;1727;407;3
714;1018;3161;1
715;5082;4638;3
716;9207;3322;1
717;6436;3491;3
718;5470;4872;1
719;3529;4189;2
720;2756;1335;1
721;9238;3090;3
722;4113;4956;3
723;4979;1878;3
724;8734;2913;3
725;2686;1248;1
726;3063;968;1
727;9279;1294;2
728;2227;498;1
729;7451;3490;1
730;7521;4140;2
731;6899;4032;2
732;8102;1092;1
733;281;1659;3
734;1507;336;1
735;2939;3139;3
736;4647;452;3
737;9462;3221;2
738;7306;4892;1
739;238;3192;1
740;3819;2960;3
741;1961;374;1
742;5594;934;2
743;1303;3740;2
744;4837;4791;1
745;256;3281;3
746;2874;3091;1
747;7447;817;1
748;8021;3376;3
749;2873;3910;1
750;5176;3979;3
751;5509;3590;1
752;1801;4405;3
753;9835;3743;3
754;622;3823;2
755;2812;1354;3
756;4719;530;2
757;4586;3325;1
758;8374;2078;1
759;4965;4869;3
760;1291;1691;2
761;1237;1129;2
762;8477;2602;3
763;1088;2728;2
764;7066;3790;1
765;4757;1661;1
766;7585;2864;3
767;2937;3960;3
768;4305;2321;1
769;1180;4089;3
770;8222;4627;3
771;8308;2570;3
772;9735;1835;3
773;1878;4741;3
774;759;3752;1
775;3793;3326;3
776;2501;4736;3
777;1727;148;2
778;8418;636;1
779;4634;2571;3
780;4710;3915;2
781;4016;3842;1
782;8711;1584;3
783;6715;3184;3
784;8865;2397;3
785;6241;3406;1
786;761;756;3
787;7142;579;1
788;1107;4574;2
789;1923;4021;1
790;9377;1507;1
791;8284;408;3
792;8507;823;1
793;1149;1477;3
794;2574;4911;3
795;196;3355;1
796;9164;3976;1
797;1833;2430;1
798;635;1354;2
799;1254;4156;2
800;4442;4647;2
801;3791;4709;1
802;8411;4657;3
803;231;347;3
804;9762;2822;1
805;1903;2507;1
806;1517;4040;2
807;4577;4573;1
808;5658;4854;3
809;2078;593;2
810;515;127;3
811;3439;1968;1
812;5382;267;1
813;8912;2226;3
814;3843;1914;3
815;2409;4200;2
816;9076;1633;2
817;3025;1009;1
818;6110;3407;2
819;6510;3987;2
820;2512;1956;1
821;9409;1075;1
822;841;1231;1
823;1167;4121;1
824;2012;4108;2
825;6070;1969;2
826;882;1228;3
827;4359;3680;2
828;5947;2181;1
829;9045;31;3
830;6651;2943;3
831;9167;2563;2
832;6113;1218;1
833;1693;702;2
834;8091;2618;2
835;2000;1641;2
836;2117;1756;1
837;2153;3051;1
838;9675;184;2
839;1274;4209;2
840;4309;3574;3
841;280;4802;2
842;5434;2752;2
843;3220;2078;3
844;8427;791;1
845;4370;1217;1
846;6027;909;1
847;2338;2872;3
848;2511;2493;2
849;7130;1034;3
850;2887;3717;1
851;8199;253;2
852;173;1132;3
853;1751;4772;2
854;3689;3845;2
855;2826;2485;2
856;6263;1691;2
857;6240;4445;1
858;5540;1820;1
859;4270;1311;2
860;6860;2946;2
861;8224;4610;3
862;5488;3693;3
863;8194;718;3
864;5890;4707;1
865;7957;1765;1
866;9287;1443;2
867;7452;2781;1
868;4861;2947;3
869;6712;2308;3
870;6885;4078;1
871;50;1879;2
872;3263;135;1
873;9672;1356;2
874;9567;2060;1
875;3165;4100;2
876;562;871;3
877;2196;2453;1
878;524;4799;1
879;3168;1781;1
880;5453;567;2
881;8026;161;1
882;4466;3149;3
883;5174;3463;1
884;2643;2640;1
885;8802;796;1
886;3692;867;2
887;8545;1191;2
888;3595;3660;2
889;9984;1761;3
890;2054;4358;2
891;418;2567;1
892;9804;2429;2
893;9228;670;3
894;3429;2280;1
895;4418;2039;2
896;8384;503;2
897;9705;3564;1
898;7757;4270;1
899;8269;1519;3
900;5299;4054;3
901;758;734;3
902;5962;2095;1
903;6981;3640;2
904;4957;2559;1
905;1923;1943;1
906;4184;2575;2
907;3708;4908;1
908;6832;4228;1
909;6844;2085;3
910;8893;3538;3
911;8043;1972;3
912;5347;4583;2
913;720;3638;3
914;5895;4855;1
915;4294;1204;2
916;7374;1127;1
917;1608;3036;3
918;6900;4916;2
919;8479;4736;2
920;4151;183;1
921;5716;3934;3
922;5195;3693;1
923;2267;3790;1
924;1884;4282;1
925;8741;3416;3
926;7980;1931;3
927;1341;553;2
928;6684;4060;1
929;4264;2227;2
930;7793;1985;2
931;8669;3648;3
932;1957;2619;3
933;4160;1579;3
934;5421;3595;1
935;1211;521;1
936;1294;154;1
937;5026;4778;3
938;9168;925;3
939;4350;2636;1
940;1436;2690;2
941;7860;2135;1
942;7859;1741;3
943;8429;4232;3
944;6378;646;2
945;3293;1515;1
946;9292;3436;1
947;168;4688;3
948;7315;943;3
949;7943;4737;2
950;1565;4739;3
951;6474;4189;1
952;6146;2429;1
953;8818;4261;1
954;5272;197;1
955;1912;3761;3
956;9465;3295;3
957;4453;3700;2
958;4909;4117;2
959;5691;857;3
960;6265;2136;1
961;4713;886;1
962;5274;3050;2
963;3169;1385;1
964;9398;826;2
965;3616;1632;1
966;3603;1089;2
967;2978;921;3
968;786;3736;1
969;271;4684;1
970;8919;2335;2
971;7684;3688;3
972;4495;2363;1
973;8445;4345;1
974;771;1285;3
975;2112;4958;2
976;423;2704;2
977;5757;885;2
978;7102;4553;3
979;7773;3418;2
980;9115;1876;1
981;8875;3659;2
982;6871;3756;1
983;3362;4133;2
984;561;2118;1
985;3683;2676;3
986;3985;644;1
987;7360;941;1
988;3391;3827;2
989;9750;4643;1
990;9522;4166;2
991;4533;321;1
992;4858;1569;2
993;9098;110;3
994;4360;3642;3
995;5731;797;1
996;1325;4923;2
997;7751;4964;2
998;9220;143;3
999;4789;4357;1
1000;3470;1767;3
1001;6799;1764;2
1002;3350;75;1
1003;5069;208;3
1004;8951;114;3
1005;634;3980;2
1006;8590;1245;3
1007;3610;1456;3
1008;4535;123;1
1009;7562;4958;2
1010;5288;2921;2
1011;7539;3635;2
1012;9693;3822;2
1013;6642;2379;2
1014;3313;2228;3
1015;2987;178;2
1016;5563;2170;3
1017;3327;701;3
1018;3521;3163;2
1019;8296;1462;1
1020;7982;1310;1
1021;6108;4558;1
1022;4674;2379;2
1023;5277;2349;1
1024;8389;4808;3
1025;2952;4571;1
1026;1439;41;2
1027;1690;4916;3
1028;1301;2298;1
1029;4881;2576;1
1030;5184;3114;3
1031;7844;4167;1
1032;3518;2210;1
1033;1932;247;2
1034;7800;3092;2
1035;7266;411;3
1036;1681;3177;1
1037;5767;4644;1
1038;2880;673;1
1039;9343;3953;1
1040;9860;2551;2
1041;6085;1642;2
1042;2194;3265;3
1043;4295;1636;2
1044;6967;4184;3
1045;3266;3570;1
1046;9019;3015;2
1047;393;3479;2
1048;8845;2961;2
1049;3488;4733;1
1050;9347;4777;3
1051;6757;4351;3
1052;2871;638;3
1053;2337;112;1
1054;770;1897;3
1055;6630;4339;3
1056;4648;3639;2
1057;4940;2075;2
1058;8139;2557;3
1059;4729;313;1
1060;8839;4834;3
1061;2458;4895;1
1062;7709;525;1
1063;6620;3452;1
1064;4930;2268;3
1065;3560;3491;3
1066;2415;4820;3
1067;8981;599;3
1068;1684;3117;2
1069;9158;641;3
1070;3931;3272;3
1071;5032;3873;1
1072;4521;479;1
1073;6328;532;3
1074;9979;1470;3
1075;749;3731;1
1076;2892;4634;1
1077;5176;676;1
1078;5185;3578;2
1079;2314;2521;1
1080;7997;4500;2
1081;4031;1831;1
1082;55;1612;2
1083;178;2356;3
1084;6133;1045;3
1085;1405;2489;2
1086;314;903;1
1087;795;3824;3
1088;8495;1033;1
1089;9477;4429;3
1090;6495;3608;2
1091;869;3267;1
1092;2555;1840;2
1093;5168;4934;3
1094;5343;4945;3
1095;522;3922;2
1096;3459;319;3
1097;4629;1126;3
1098;6815;760;1
1099;9756;1772;1
1100;5059;3591;3
1101;2105;982;2
1102;42;1131;2
1103;9972;922;3
1104;1488;2862;1
1105;6912;1981;3
1106;3021;3486;2
1107;4509;4248;3
1108;9186;2799;3
1109;4619;4654;2
1110;8357;927;2
1111;2473;4182;1
1112;9361;2111;3
1113;174;2552;2
1114;2933;549;3
1115;8814;798;2
1116;2211;799;2
1117;5542;2606;3
1118;2957;961;3
1119;9498;2083;1
1120;9356;4370;1
1121;8428;3047;3
1122;3278;4915;1
1123;7389;4965;3
1124;2029;3039;1
1125;5648;4658;3
1126;6032;4671;1
1127;2344;2325;3
1128;2860;4964;1
1129;9468;1693;1
1130;2195;2009;1
1131;7525;1909;1
1132;7949;363;1
1133;6839;2479;1
1134;3737;1843;2
1135;498;4703;1
1136;6888;2977;2
1137;4492;3541;3
1138;8468;1116;3
1139;4872;1643;1
1140;782;103;1
1141;300;34;1
1142;2235;1503;2
1143;4000;3237;1
1144;629;2982;1
1145;7485;491;3
1146;3642;2237;2
1147;1956;3039;3
1148;4756;1292;2
1149;9038;3926;1
1150;1734;2107;3
1151;1226;3471;3
1152;7027;4888;3
1153;2785;4692;2
1154;4810;3493;3
1155;2129;843;2
1156;8177;1948;1
1157;6106;4819;3
1158;7892;1896;2
1159;4032;843;2
1160;8441;4076;3
1161;1226;1819;3
1162;2770;4568;3
1163;310;2634;2
1164;205;880;1
1165;6063;3784;2
1166;2467;3810;1
1167;4042;4195;3
1168;7190;1943;2
1169;3364;1105;1
1170;3949;97;3
1171;7934;1294;2
1172;5071;189;1
1173;5993;1854;2
1174;9949;2699;3
1175;4075;3175;3
1176;2230;1333;1
1177;2038;1229;1
1178;1184;2840;3
1179;6022;2621;2
1180;5936;3715;3
1181;3833;728;3
1182;7860;1513;2
1183;7422;1635;3
1184;764;1362;2
1185;1778;2094;2
1186;7283;1806;3
1187;46;997;1
1188;8608;1810;2
1189;1349;4761;1
1190;2703;1310;3
1191;8278;581;1
1192;6955;1498;3
1193;7459;2871;3
1194;5927;978;2
1195;6970;3968;1
1196;7451;3514;1
1197;542;1362;2
1198;6475;3219;1
1199;5714;1864;2
1200;6844;1940;3
1201;5030;2164;1
1202;2754;92;3
1203;9358;2550;3
1204;6238;3407;1
1205;3319;1421;1
1206;4393;1134;3
1207;6899;3635;1
1208;977;976;3
1209;8919;3260;3
1210;9423;1531;3
1211;277;4774;3
1212;5345;9;3
1213;7132;536;1
1214;8827;2429;3
1215;5104;2669;2
1216;1847;3661;3
1217;3564;4208;3
1218;962;278;3
1219;634;4552;1
1220;994;3717;1
1221;1898;287;2
1222;3145;4463;3
1223;5513;377;3
1224;4316;2086;3
1225;5031;4814;1
1226;8562;2959;2
1227;4744;2679;1
1228;5487;326;1
1229;16;973;2
1230;6952;2164;3
1231;3969;1644;2
1232;342;2972;1
1233;9232;180;1
1234;1192;1704;1
1235;2800;683;3
1236;785;1908;1
1237;5906;1883;3
1238;42;1094;3
1239;341;4211;3
1240;1456;2475;1
1241;135;1489;2
1242;1910;993;3
1243;5037;2051;2
1244;6214;3356;1
1245;8167;30;3
1246;1901;168;2
1247;5299;2781;3
1248;755;3700;3
1249;6598;4172;3
1250;7260;1026;3
1251;6832;110;3
1252;5027;481;2
1253;8757;1895;2
1254;7100;3254;1
1255;4768;862;3
1256;1747;4219;2
1257;541;2879;1
1258;2556;372;3
1259;6407;687;3
1260;7959;2849;1
1261;2250;4477;3
1262;1760;1837;3
1263;3618;1169;2
1264;2502;4555;1
1265;9629;2706;3
1266;5526;2941;3
1267;1335;264;1
1268;689;111;3
1269;6634;4357;1
1270;2420;1790;1
1271;1517;113;1
1272;9192;595;1
1273;3904;391;1
1274;754;2397;3
1275;6825;63;2
1276;5042;2796;3
1277;1952;2616;3
1278;725;2506;3
1279;7541;678;1
1280;397;1367;2
1281;2317;4183;3
1282;8202;969;1
1283;7918;256;2
1284;230;3949;3
1285;6988;475;2
1286;3000;3452;3
1287;9011;3505;3
1288;8409;566;1
1289;9400;580;1
1290;7952;2459;3
1291;7288;4902;3
1292;6468;4216;1
1293;643;1400;1
1294;7578;4448;2
1295;1909;1978;1
1296;9943;3377;1
1297;4974;841;1
1298;3756;1971;1
1299;1453;4464;2
1300;1301;2495;3
1301;3622;859;2
1302;5599;3436;1
1303;5945;1152;3
1304;2652;3982;2
1305;1065;2805;3
1306;7508;1880;2
1307;3983;434;2
1308;4750;337;1
1309;3196;4941;1
1310;2661;4959;1
1311;2071;1953;2
1312;6711;4402;2
1313;8289;2455;2
1314;9706;539;3
1315;9360;234;2
1316;2966;3607;3
1317;9011;3788;1
1318;4053;3207;1
1319;9101;3767;2
1320;4509;681;3
1321;5335;4023;2
1322;1068;604;3
1323;8149;3643;2
1324;2408;1070;3
1325;911;1930;2
1326;2546;1166;3
1327;5426;312;3
1328;8549;1902;3
1329;4091;702;3
1330;7458;1421;2
1331;5317;2071;2
1332;4926;1715;1
1333;2435;4525;1
1334;7068;2295;1
1335;7216;927;1
1336;3457;3440;3
1337;760;4916;1
1338;3315;597;1
1339;1351;3589;3
1340;6141;1825;3
1341;4781;2640;3
1342;1257;3841;1
1343;1422;1194;3
1344;5556;3207;3
1345;4757;4938;2
1346;5206;371;1
1347;9035;4677;1
1348;9764;365;1
1349;988;4719;2
1350;1797;1435;2
1351;3494;2260;2
1352;2281;4703;2
1353;344;3144;1
1354;414;3841;1
1355;3273;4996;3
1356;4620;42;1
1357;6562;193;2
1358;2226;4998;3
1359;2181;75;2
1360;1374;2401;1
1361;4031;842;2
1362;718;4170;3
1363;5110;3634;3
1364;7895;3070;2
1365;995;2135;1
1366;6535;166;1
1367;9799;2251;3
1368;9032;1176;1
1369;1209;3868;3
1370;3798;3360;3
1371;6748;1600;2
1372;6713;78;3
1373;368;320;2
1374;9129;310;3
1375;2867;4783;3
1376;6637;2875;2
1377;3421;3602;3
1378;6068;4041;3
1379;4824;555;3
1380;9657;1589;3
1381;5207;4852;1
1382;3641;3420;3
1383;8974;1861;1
1384;9521;1638;1
1385;2084;2723;1
1386;8224;3556;3
1387;1684;2193;2
1388;2804;2831;2
1389;9766;1757;1
1390;5118;2846;1
1391;1792;3189;1
1392;9860;1882;3
1393;688;966;2
1394;5652;1819;2
1395;4859;2185;1
1396;9852;1020;1
1397;7614;1507;3
1398;6544;2327;1
1399;89;2652;2
1400;2081;4439;1
1401;4888;3407;1
1402;5121;4276;1
