225;2007-11-05;1181;5762;доставлен
226;2009-07-04;372;8805;доставлен
227;2012-11-28;2013;697;доставлен
228;2021-03-04;2172;14823;доставлен
229;2007-11-10;1673;14785;доставлен
230;2022-09-18;2263;6681;оформлен
231;2003-03-06;537;3945;отменен
232;2010-08-23;2737;913;доставлен
233;2001-05-11;769;8887;оформлен
234;2020-07-24;2537;7628;оформлен
235;2014-04-22;162;9769;доставлен
236;2016-08-15;1599;10293;доставлен
237;2013-01-07;2661;7946;оформлен
238;2004-08-31;2929;3460;оформлен
239;2001-12-02;2625;14516;оформлен
240;2008-07-23;2209;14401;оформлен
241;2021-11-15;318;2951;оформлен
242;2022-12-11;2099;3870;оформлен
243;2006-02-10;1606;3938;доставлен
244;2007-02-04;2773;8642;доставлен
245;2013-06-08;317;3030;доставлен
246;2014-07-05;424;14462;отменен
247;2004-01-06;1248;997;отменен
248;2002-07-09;352;9991;оформлен
249;2007-08-03;352;8537;доставлен
250;2001-02-25;797;6831;отменен
251;2012-01-10;2226;6166;доставлен
252;2013-03-02;1006;7259;доставлен
253;2004-11-19;2096;9588;отменен
254;2003-09-28;2527;8611;доставлен
255;2001-09-23;1592;4398;доставлен
256;2006-08-18;2214;11323;отменен
257;2019-09-25;2915;7136;отменен
258;2020-10-12;701;9357;доставлен
259;2000-07-17;2158;13843;оформлен
260;2007-02-11;120;3476;оформлен
261;2006-05-30;1199;4763;оформлен
262;2008-01-20;885;6782;доставлен
263;2004-08-16;39;13877;отменен
264;2016-01-10;1734;11459;отменен
265;2001-02-21;939;13802;отменен
266;2005-03-23;1755;1119;доставлен
267;2015-03-22;1112;14631;оформлен
268;2009-07-15;566;607;доставлен
269;2018-12-30;1035;8436;доставлен
270;2002-09-08;2491;4016;отменен
271;2011-07-11;2405;9939;доставлен
272;2016-02-20;1167;5297;оформлен
273;2004-05-19;2946;8025;доставлен
274;2017-04-18;821;8038;отменен
275;2022-01-23;1470;7753;доставлен
276;2011-12-26;903;109;оформлен
277;2013-02-28;978;2198;оформлен
278;2022-09-24;2259;7801;отменен
279;2016-04-12;1206;3151;доставлен
280;2000-02-02;1613;8943;отменен
281;2019-06-14;65;3361;оформлен
282;2010-09-16;89;7479;доставлен
283;2014-03-12;1314;4906;оформлен
284;2017-10-19;754;8116;оформлен
285;2014-11-17;2010;8240;доставлен
286;2019-04-28;2817;12083;отменен
287;2014-12-02;186;11888;оформлен
288;2011-10-11;1680;9482;доставлен
289;2012-11-08;1107;3731;отменен
290;2021-12-29;1552;13620;оформлен
291;2020-05-19;2958;12167;доставлен
292;2021-08-13;1028;3308;отменен
293;2006-04-16;2009;13622;оформлен
294;2000-04-03;1003;6268;оформлен
295;2004-08-22;2685;623;отменен
296;2004-05-10;310;14595;доставлен
297;2014-08-28;935;7702;оформлен
298;2014-08-28;1143;6072;отменен
299;2017-08-03;973;13639;доставлен
300;2021-07-14;2659;12922;отменен
301;2014-12-08;2513;13232;оформлен
302;2002-11-06;2587;12584;отменен
303;2003-02-15;297;739;доставлен
304;2016-08-21;1893;13112;оформлен
305;2016-03-25;543;1590;оформлен
306;2003-02-23;2187;2958;отменен
307;2008-01-30;2479;5240;оформлен
308;2007-09-07;489;9068;отменен
309;2010-05-18;988;1202;отменен
310;2013-11-10;2605;2704;доставлен
311;2013-06-04;2951;618;отменен
312;2005-01-19;2112;4505;оформлен
313;2001-05-13;1760;10505;доставлен
314;2006-10-04;2904;5883;оформлен
315;2013-11-10;1379;4764;отменен
316;2000-07-22;2366;10253;оформлен
317;2007-03-07;1238;1200;отменен
318;2012-08-29;2845;13718;оформлен
319;2020-08-19;2009;12918;оформлен
320;2001-08-13;189;1953;доставлен
321;2011-09-07;155;9981;доставлен
322;2014-06-30;2513;9708;отменен
323;2018-10-06;626;11303;оформлен
324;2001-11-25;212;10756;доставлен
325;2004-01-06;1048;14013;отменен
326;2017-09-15;1736;11996;оформлен
327;2023-02-25;2531;11164;отменен
328;2006-09-19;2910;9493;оформлен
329;2022-01-20;2270;13066;доставлен
330;2015-12-20;2160;6563;доставлен
331;2022-12-23;2550;14218;доставлен
332;2003-06-10;907;12726;отменен
333;2022-09-29;2332;12669;оформлен
334;2006-12-01;975;3450;отменен
335;2017-10-31;2479;564;доставлен
336;2009-07-31;2003;14008;отменен
337;2000-03-27;2597;2968;доставлен
338;2019-09-15;2323;12087;оформлен
339;2003-11-19;2864;2410;отменен
340;2023-04-19;1898;14633;отменен
341;2022-05-05;1316;11172;доставлен
342;2015-04-25;2951;14958;оформлен
343;2023-08-08;455;3789;отменен
344;2010-01-25;1194;5779;оформлен
345;2002-11-30;1614;13497;доставлен
346;2010-12-02;2291;1660;доставлен
347;2022-02-20;728;13202;доставлен
348;2005-01-16;2443;5984;отменен
349;2014-11-04;1484;4957;доставлен
350;2004-04-16;841;13298;доставлен
351;2008-03-20;2069;5593;доставлен
352;2006-07-06;118;6934;доставлен
353;2015-06-28;2266;1048;отменен
354;2018-07-14;1933;7483;доставлен
355;2020-08-05;299;7853;доставлен
356;2007-11-15;211;9169;доставлен
357;2007-08-18;1653;8183;доставлен
358;2022-11-15;1508;8137;доставлен
359;2017-02-19;912;7352;оформлен
360;2005-06-14;1431;8970;оформлен
361;2018-04-29;1183;8393;оформлен
362;2015-02-03;2152;7597;оформлен
363;2001-12-11;2483;7377;доставлен
364;2003-12-18;2514;6287;оформлен
365;2004-05-14;458;4158;доставлен
366;2014-04-23;1520;13264;оформлен
367;2022-09-13;684;10697;оформлен
368;2016-07-02;1142;10913;оформлен
369;2016-08-11;1359;13665;отменен
370;2009-03-13;1443;14238;отменен
371;2009-10-07;173;374;доставлен
372;2003-08-03;1362;7362;отменен
373;2021-02-25;2876;6216;оформлен
374;2023-02-24;2137;712;доставлен
375;2018-09-21;1488;11108;оформлен
376;2016-06-03;2146;329;отменен
377;2008-03-23;2877;7190;оформлен
378;2019-10-19;987;8152;доставлен
379;2003-10-28;361;2749;оформлен
380;2016-06-20;754;1624;отменен
381;2019-08-28;625;9648;доставлен
382;2015-08-26;259;12823;доставлен
383;2017-07-21;2351;12672;доставлен
384;2005-08-14;1364;2575;доставлен
385;2003-10-03;1879;1440;отменен
386;2008-09-29;2178;12158;оформлен
387;2018-05-08;1670;8434;оформлен
388;2018-06-26;200;3687;доставлен
389;2020-06-29;1030;13391;доставлен
390;2011-05-22;1;9805;отменен
391;2010-07-18;979;6095;отменен
392;2007-06-29;223;4913;оформлен
393;2017-12-06;124;1667;доставлен
394;2013-06-22;1940;13783;доставлен
395;2007-09-08;298;7291;оформлен
396;2009-03-09;166;9338;отменен
397;2014-01-24;922;5720;доставлен
398;2023-08-22;2732;10833;отменен
399;2006-12-25;2864;11365;оформлен
400;2001-11-16;1571;11706;отменен
401;2002-01-05;395;4620;отменен
402;2006-04-08;1130;13411;оформлен
403;2006-08-12;1824;6125;доставлен
404;2002-03-26;1082;10409;доставлен
405;2006-06-15;406;2611;доставлен
406;2018-11-09;886;8434;доставлен
407;2002-09-08;642;9267;отменен
408;2004-10-31;25;9262;отменен
409;2010-02-06;1467;10621;отменен
410;2013-01-12;2755;11947;доставлен
411;2013-02-20;340;2347;отменен
412;2023-04-09;1190;6647;отменен
413;2017-01-05;2395;571;доставлен
414;2002-07-31;2627;1867;доставлен
415;2006-02-13;1426;2620;доставлен
416;2017-09-23;1256;3224;отменен
417;2008-12-17;1709;12677;оформлен
418;2001-02-24;952;557;доставлен
419;2004-03-27;1641;1094;оформлен
420;2008-08-08;1571;10737;оформлен
421;2017-03-25;1468;14095;оформлен
422;2018-11-08;2668;13009;оформлен
423;2010-11-10;2702;8958;отменен
424;2016-06-06;1310;2500;оформлен
425;2007-09-02;2985;7966;отменен
426;2009-10-06;452;3912;отменен
427;2006-08-18;2194;8747;отменен
428;2008-12-31;1587;6761;доставлен
429;2010-12-15;686;11325;отменен
430;2023-04-16;1726;11733;оформлен
431;2023-01-28;358;3663;отменен
432;2008-05-08;2356;5552;отменен
433;2019-12-22;516;4922;доставлен
434;2022-02-03;2458;4524;отменен
435;2002-03-16;2484;11621;оформлен
436;2023-04-02;1873;8267;доставлен
437;2001-04-02;1192;9336;отменен
438;2019-06-26;1070;1797;отменен
439;2023-01-17;2769;3264;отменен
440;2020-07-05;1943;4648;отменен
441;2013-11-22;2738;598;отменен
442;2011-05-28;1481;4284;оформлен
443;2015-04-19;1830;2354;оформлен
444;2015-01-25;1464;7493;отменен
445;2004-06-27;2340;7734;отменен
446;2023-01-19;2999;392;доставлен
447;2023-04-28;2238;7719;оформлен
448;2006-02-26;14;8747;оформлен
449;2016-02-01;2856;5173;отменен
450;2014-01-29;2377;6344;доставлен
451;2005-03-17;256;7746;отменен
452;2010-06-02;2315;2271;доставлен
453;2005-10-01;121;2296;оформлен
454;2008-04-14;2227;3452;оформлен
455;2014-11-27;2264;988;оформлен
456;2004-11-12;2982;1346;отменен
457;2020-10-27;2416;13641;оформлен
458;2015-09-17;2430;3922;доставлен
459;2002-03-18;1913;9162;доставлен
460;2002-05-11;1590;5435;доставлен
461;2015-02-01;1626;12195;отменен
462;2018-08-03;2989;13091;отменен
463;2013-07-24;2301;11572;отменен
464;2014-09-09;701;4396;оформлен
465;2017-03-12;332;13272;отменен
466;2004-12-26;2761;355;оформлен
467;2016-08-13;687;4206;отменен
468;2014-11-11;2697;8764;отменен
469;2022-03-30;1193;10233;оформлен
470;2002-03-30;464;6202;доставлен
471;2020-07-18;2162;13781;оформлен
472;2006-01-09;1948;12231;доставлен
473;2000-08-26;1193;6997;доставлен
474;2016-07-26;395;5032;отменен
475;2010-09-07;69;14518;доставлен
476;2013-11-15;443;5509;отменен
477;2017-11-19;2248;4452;доставлен
478;2019-04-16;2775;11836;доставлен
479;2009-06-05;449;8380;отменен
480;2006-02-15;468;10835;отменен
481;2015-11-01;1209;7238;оформлен
482;2020-08-18;2097;2493;оформлен
483;2007-10-30;2251;3774;оформлен
484;2016-02-29;1463;4357;отменен
485;2009-08-09;354;11349;оформлен
486;2023-07-08;1325;5657;оформлен
487;2006-11-28;141;3097;отменен
488;2003-04-27;2737;14037;оформлен
489;2013-10-17;460;9489;отменен
490;2007-07-08;1214;1818;оформлен
491;2006-04-08;1373;8199;оформлен
492;2014-07-18;355;2310;оформлен
493;2015-03-24;72;8336;оформлен
494;2001-02-25;2827;6962;оформлен
495;2007-08-06;334;12989;оформлен
496;2000-01-26;1640;1491;оформлен
497;2007-02-11;572;10572;доставлен
498;2019-05-01;3000;13338;доставлен
499;2014-12-29;229;5200;доставлен
500;2019-12-28;2481;7652;оформлен
501;2005-07-08;233;5918;оформлен
502;2019-04-17;1313;4986;доставлен
503;2012-06-08;455;9732;оформлен
504;2021-05-15;21;12787;оформлен
505;2008-05-03;1026;6596;оформлен
506;2014-08-26;2880;2431;доставлен
507;2009-05-10;2993;679;оформлен
508;2010-03-03;2586;10242;оформлен
509;2005-04-14;2075;1492;отменен
510;2005-12-23;328;6129;отменен
511;2003-08-17;1228;8512;оформлен
512;2022-08-16;2423;4040;оформлен
513;2009-07-30;1036;3226;оформлен
514;2019-11-24;2675;4346;отменен
515;2019-09-27;2962;180;оформлен
516;2020-06-06;2486;7179;доставлен
517;2009-08-04;216;9519;доставлен
518;2006-11-06;2539;11109;отменен
519;2006-01-16;1664;7396;оформлен
520;2001-11-09;2369;14774;оформлен
521;2021-03-23;326;10914;доставлен
522;2012-06-06;680;8044;оформлен
523;2018-10-04;1264;13760;отменен
524;2014-09-18;1648;2525;доставлен
525;2015-06-20;2261;5408;отменен
526;2014-09-26;2817;5312;доставлен
527;2014-01-07;2280;7816;доставлен
528;2009-11-11;2487;3933;оформлен
529;2014-07-04;361;4511;оформлен
530;2020-01-24;2578;11132;оформлен
531;2007-04-27;2047;12173;оформлен
532;2017-03-01;224;4960;оформлен
533;2018-08-31;558;1014;доставлен
534;2010-08-27;1831;4966;отменен
535;2021-08-29;702;3649;отменен
536;2007-06-02;1431;313;доставлен
537;2022-10-02;2792;13879;доставлен
538;2004-04-29;158;6891;доставлен
539;2010-03-17;2462;10628;отменен
540;2019-04-28;1233;10410;доставлен
541;2020-10-31;2815;8815;доставлен
542;2005-08-04;1417;2397;доставлен
543;2005-11-29;1587;1902;отменен
544;2016-05-08;2933;2944;отменен
545;2013-02-21;2382;3350;доставлен
546;2001-03-16;701;10520;оформлен
547;2012-03-08;1641;3499;доставлен
548;2020-06-27;2153;14870;доставлен
549;2015-12-21;423;3828;доставлен
550;2017-05-28;1513;7608;отменен
551;2011-11-17;2166;8078;отменен
552;2012-09-23;2616;12503;доставлен
553;2016-03-07;1272;8771;отменен
554;2007-11-15;2213;11397;доставлен
555;2008-10-06;249;3647;оформлен
556;2023-04-17;601;5242;оформлен
557;2023-08-02;658;1971;оформлен
558;2002-05-09;1729;7758;доставлен
559;2007-03-21;547;4778;доставлен
560;2022-06-28;1998;2061;доставлен
561;2010-05-03;1137;12406;доставлен
562;2006-03-14;144;8437;оформлен
563;2022-09-09;19;635;оформлен
564;2021-09-15;1178;1809;оформлен
565;2017-05-27;235;5723;отменен
566;2009-08-28;1071;14854;доставлен
567;2013-06-17;1341;13620;оформлен
568;2012-08-21;2735;13742;оформлен
569;2022-09-13;2916;12666;доставлен
570;2001-11-25;112;8220;доставлен
571;2022-08-17;2364;7188;доставлен
572;2010-10-20;2977;8828;отменен
573;2005-07-04;1580;13871;отменен
574;2014-07-24;1736;14658;доставлен
575;2022-01-11;1170;2165;отменен
576;2016-04-19;2035;8954;доставлен
577;2006-04-27;880;14694;оформлен
578;2014-08-02;2432;6559;оформлен
579;2013-02-26;1825;6149;доставлен
580;2010-03-26;2986;13484;оформлен
581;2010-12-25;1936;4950;доставлен
582;2023-03-14;681;3885;доставлен
583;2018-04-23;2986;6662;отменен
584;2002-11-01;1132;7021;отменен
585;2022-10-27;381;9886;отменен
586;2009-10-24;1486;12377;отменен
587;2005-09-01;955;5773;доставлен
588;2002-05-12;241;1938;доставлен
589;2007-10-01;1377;6164;доставлен
590;2013-07-16;1276;5297;оформлен
591;2018-08-28;1336;4551;доставлен
592;2019-06-24;318;3790;доставлен
593;2017-09-10;950;3809;отменен
594;2019-02-08;2403;11708;оформлен
595;2004-08-03;1800;5080;отменен
596;2007-12-17;2588;7509;отменен
597;2009-10-16;1035;740;отменен
598;2017-08-03;938;10927;оформлен
599;2000-11-17;2821;5423;оформлен
600;2021-01-11;2626;11566;отменен
601;2000-03-26;1852;11496;доставлен
602;2014-09-16;2581;1750;доставлен
603;2014-01-18;2050;5497;отменен
604;2001-11-20;1121;3913;отменен
605;2022-12-07;1582;6890;оформлен
606;2005-07-18;15;5570;доставлен
607;2022-02-02;2568;11827;доставлен
608;2021-10-10;1914;10616;оформлен
609;2011-01-11;1693;9265;отменен
610;2001-10-19;1890;13394;отменен
611;2019-09-01;1024;14211;оформлен
612;2016-02-12;1831;8383;оформлен
613;2001-05-18;2847;5073;отменен
614;2002-08-07;1137;3911;оформлен
615;2020-06-01;2315;6815;отменен
616;2017-12-06;2012;3513;отменен
617;2014-10-19;1123;10608;отменен
618;2012-07-30;2481;3552;отменен
619;2003-10-25;2539;4743;доставлен
620;2010-10-09;2530;8498;оформлен
621;2002-08-12;518;5238;отменен
622;2006-10-21;2553;11848;оформлен
623;2012-06-26;426;7496;отменен
624;2014-12-22;153;10492;оформлен
625;2003-03-30;2593;5461;доставлен
626;2009-07-15;2557;4598;доставлен
627;2003-01-03;544;4515;доставлен
628;2006-09-18;2340;10486;доставлен
629;2008-07-28;2305;4286;доставлен
630;2018-06-23;2222;960;отменен
631;2022-11-14;537;12346;оформлен
632;2022-01-17;1181;7984;оформлен
633;2011-05-07;87;11836;оформлен
634;2005-02-27;1880;7816;отменен
635;2003-07-11;1144;13693;оформлен
636;2000-11-07;648;3470;отменен
637;2009-06-24;770;11277;доставлен
638;2015-04-02;2601;1123;отменен
639;2010-08-28;470;13377;оформлен
640;2001-05-29;1489;3724;доставлен
641;2009-11-03;1623;7121;отменен
642;2009-03-03;2099;1762;оформлен
643;2010-11-30;1046;8093;отменен
644;2003-09-15;2631;14706;отменен
645;2013-05-02;2576;6245;отменен
646;2019-06-21;656;13187;доставлен
647;2018-11-13;979;6019;отменен
648;2018-08-12;1019;9541;оформлен
649;2016-07-06;1794;7678;доставлен
650;2023-08-10;2526;9315;оформлен
651;2022-11-11;148;4573;отменен
652;2011-10-20;1499;10188;отменен
653;2022-11-20;1758;3090;отменен
654;2014-09-19;1362;649;оформлен
655;2000-03-16;1707;11192;оформлен
656;2012-05-27;1271;14003;отменен
657;2017-03-25;188;12695;оформлен
658;2001-09-29;1341;12879;отменен
659;2010-07-25;430;7812;отменен
660;2010-05-25;283;4128;оформлен
661;2003-12-28;1838;12545;отменен
662;2018-03-30;929;14278;отменен
663;2017-12-21;496;2274;оформлен
664;2004-01-31;758;2098;оформлен
665;2017-05-02;1294;14486;отменен
666;2010-11-20;43;6104;отменен
667;2000-03-16;1327;10186;отменен
668;2019-09-12;1330;12953;оформлен
669;2006-11-10;358;9917;доставлен
670;2022-01-03;1752;12046;отменен
671;2022-08-07;1280;797;отменен
672;2013-07-03;2063;3229;оформлен
673;2009-11-04;2152;7421;отменен
674;2021-09-14;2075;4623;доставлен
675;2005-01-01;2565;3471;отменен
676;2022-01-11;832;2614;доставлен
677;2021-11-20;794;11160;доставлен
678;2017-01-13;1888;6892;отменен
679;2019-04-04;507;6109;оформлен
680;2007-05-14;1159;5818;доставлен
681;2001-08-02;848;14502;отменен
682;2013-11-14;534;14909;доставлен
683;2012-03-18;1408;12506;оформлен
684;2020-06-11;1461;6017;отменен
685;2007-11-23;923;2903;отменен
686;2007-10-24;444;6460;отменен
687;2020-03-26;2370;14554;оформлен
688;2018-07-26;2812;4208;отменен
689;2001-06-30;2979;10544;доставлен
690;2008-12-22;2784;1505;отменен
691;2014-06-04;1866;5744;доставлен
692;2010-11-23;2058;10044;оформлен
693;2008-04-28;1013;14414;отменен
694;2009-07-10;2696;14403;доставлен
695;2004-05-15;1015;8289;доставлен
696;2000-08-11;1440;3291;оформлен
697;2011-01-29;2637;2372;отменен
698;2020-10-10;1473;2363;отменен
699;2005-05-08;1242;2132;отменен
700;2001-12-12;1992;10433;оформлен
701;2021-07-18;867;12780;отменен
702;2018-03-19;1434;8162;доставлен
703;2021-05-13;54;10170;оформлен
704;2008-05-11;1319;5883;отменен
705;2007-01-29;2477;7104;доставлен
706;2022-10-05;1384;8836;доставлен
707;2016-09-04;1606;6462;доставлен
708;2002-04-24;1290;13169;доставлен
709;2019-07-26;1709;3974;отменен
710;2012-08-03;316;5868;отменен
711;2008-01-10;2255;771;отменен
712;2019-01-12;1904;8021;отменен
713;2011-05-10;2789;10693;оформлен
714;2002-07-26;2106;491;отменен
715;2004-07-26;2121;6442;оформлен
716;2021-12-02;1277;8313;оформлен
717;2004-10-05;1823;615;отменен
718;2009-06-05;532;4007;отменен
719;2016-09-03;925;4525;оформлен
720;2016-12-05;873;13371;доставлен
721;2018-03-24;2215;4038;отменен
722;2012-09-30;2504;7213;отменен
723;2015-10-16;2169;1513;отменен
724;2023-08-07;365;7909;доставлен
725;2004-07-19;1197;2222;оформлен
726;2020-04-01;2031;3099;отменен
